name,studio_price,one_bed_price,two_bed_price,city,state
Druid Heights,,,,Baltimore,MD
Ford City,,,,Chicago,IL
Lesueur Estates,,,,Mesa,AZ
Olentangy,,,,Columbus,OH
Minock Park,,,,Detroit,MI
Fine View,,,,Pittsburgh,PA
Keller Park,,,,South Bend,IN
Springs,,,,Chandler,AZ
Brewers Hill,,,,Baltimore,MD
Easterwood,,,,Baltimore,MD
Valley Gardens,,,,Albuquerque,NM
Sungate,,,,Tulsa,OK
Merriwether,,,,Louisville,KY
Bethlehem,,,,Augusta,GA
Birdlespur,,,,Kansas City,MO
Patterson Park,,,,Dayton,OH
Rillito,,,,Tucson,AZ
Crestview Bluff,,,,Albuquerque,NM
Bowling Woodlawn,,,,Nashville,TN
Parkview - Woodbrook,,,,Baltimore,MD
Dos Lagos,,,,Corona,CA
Nevius,,,,Mobile,AL
Hughes Acres,,,,Tempe,AZ
Original Northwood,,,,Baltimore,MD
Downtown East,,,,Minneapolis,MN
East Chastain Park,,,,Atlanta,GA
Vista del Mundo,,,,Albuquerque,NM
Elm Creek,,,,San Antonio,TX
Kendale,,,,Columbus,OH
Country Hills,,,,Torrance,CA
West Cloverdale,,,,Boise,ID
Wyman Park,,,,Baltimore,MD
Delaney Park,,,,Orlando,FL
Smokey Ridge Estates,,,,Columbus,OH
Redstone,,,,Semmes,AL
Mixon Town,,,,Jacksonville,FL
Stone Meadow,,,,Fort Worth,TX
Cranbrook,,,,Columbus,OH
Villages of Brentwood,,,,Nashville,TN
Bayou Highlands,,,,Saint Petersburg,FL
Poinciana Park,,,,West Palm Beach,FL
Onate,,,,Albuquerque,NM
Golfview Woods,,,,Columbus,OH
Brandon Forest,,,,Charlotte,NC
Signal Butte Ranch,,,,Mesa,AZ
Murdock,,,,Wichita,KS
Neponsit,,,,New York,NY
Cibola Addition,,,,Albuquerque,NM
Southport,,,,Orlando,FL
University Park,,,,Charlotte,NC
Northpointe,,,,Mesa,AZ
Hunters Creek,,,,San Antonio,TX
Swope Park Campus,,,,Kansas City,MO
Oak Grove,,,,Richmond,VA
Braun Station East,,,,San Antonio,TX
Downtown Knoxville,,,,Knoxville,TN
Owens,,,,Mobile,AL
Pimlico Good Neighbors,,,,Baltimore,MD
Cielito Lindo,,,,Albuquerque,NM
Glenwood Hills South Casa Grande,,,,Albuquerque,NM
Grant Park,,,,Tampa,FL
Chantilly,,,,Charlotte,NC
Lauderdale Isles,,,,Fort Lauderdale,FL
Savannah Street,,,,Jackson,MS
Pasadena On The Gulf,,,,Saint Petersburg,FL
Jungle Prada,,,,Saint Petersburg,FL
Forest Hill Terrace,,,,Richmond,VA
Hollywood - Rosehill,,,,Columbia,SC
Brighton,,,,Bakersfield,CA
Millenium Village,,,,Detroit,MI
Woodland Holt,,,,Columbus,OH
Panway - Braddish Avenue,,,,Baltimore,MD
Martin Luther King,,,,Columbia,SC
Roxbury,,,,Stamford,CT
Park Ridge,,,,Jacksonville,FL
Milton - Montford,,,,Baltimore,MD
Fairburn Heights,,,,Atlanta,GA
Blackwell,,,,Richmond,VA
Sawmill Forest,,,,Columbus,OH
Imperial,,,,Lakeland,FL
Eagle Crest,,,,Saint Petersburg,FL
Kenilworth Park,,,,Baltimore,MD
Grandview Heights,,,,Wichita,KS
Fairfield,,,,Jacksonville,FL
Woodridge,1294,1363,1616,Washington,DC
Venetia,,,,Mobile,AL
Neely Commons,,,,Gilbert,AZ
Park Plaza South,,,,Tulsa,OK
Optimist Park SW,,,,Tempe,AZ
Classic Uptown,,,,Albuquerque,NM
Robinson's Addition,,,,Jacksonville,FL
Jeanne Bellamah East,,,,Albuquerque,NM
Bryn Mawr,,,,Tulsa,OK
Beaufont,,,,Richmond,VA
Trace Ridge,,,,Fort Worth,TX
British Camp Farms,,,,Richmond,VA
Catalpa Park,,,,Boulder,CO
La Madera,,,,Tucson,AZ
Coventry Hills,,,,Fort Worth,TX
Wilson Park,,,,Baltimore,MD
Chisholm Ridge,,,,Fort Worth,TX
Otterbein,,,,Baltimore,MD
Conservatory,,,,Aurora,CO
Deerwood Center,,,,Jacksonville,FL
Stone Meadows,,,,Madison,WI
West Waldo,,,,Kansas City,MO
Irving,,,,Tulsa,OK
Elkhorn,,,,Stockton,CA
North Downtown,,,,Charlottesville,VA
Southwest Hillsdale,,,,San Mateo,CA
Old Diminion,,,,Arlington,VA
Fairmount,,,,Richmond,VA
DIA,,,,Denver,CO
Poindexter Park,,,,Jackson,MS
Leona Heights,,,,Oakland,CA
Highland Pines,,,,Tampa,FL
Seven Bar North,,,,Albuquerque,NM
Gardiner Lane,,,,Louisville,KY
Armory Park,,,,Tucson,AZ
Brookwood,,,,Atlanta,GA
Wesley Heights,,,,Charlotte,NC
Erie,,,,Youngstown,OH
Park Central,,,,Orlando,FL
Rancho del Mar,,,,Mesa,AZ
Fishers Creek,,,,Vancouver,WA
Forest Hill,,,,Richmond,VA
Shadow Mountain,,,,Tulsa,OK
Palmetto Park,,,,Saint Petersburg,FL
Slide Hill Park,,,,Davis,CA
Tempe Gardens,,,,Tempe,AZ
Cedar Ridge Park,,,,Tulsa,OK
Poets Square,,,,Tucson,AZ
Thorpe-Westwood,,,,Spokane,WA
Kathleen,,,,Lakeland,FL
Woolen Mills,,,,Charlottesville,VA
Oak HIll,,,,Youngstown,OH
Summer Lake,,,,Aurora,CO
Annandale,,,,Clinton Township,NJ
Darley Park,,,,Baltimore,MD
Coulwood East,,,,Charlotte,NC
Oregon Hill,,,,Richmond,VA
Pontiac Place,,,,Fort Wayne,IN
South Hampton,,,,Nashville,TN
Belmont Park,,,,Long Beach,CA
Optimist Park NW,,,,Tempe,AZ
University Park,,,,Tulsa,OK
Oak Meyer Gardens,,,,Kansas City,MO
Meadowfield,,,,Columbia,SC
Brentwood-Oak Hills,,,,Fort Worth,TX
Union Square,,,,Baltimore,MD
Crown Heights,,,,Wichita,KS
Arbor at Sonoma Ranch,,,,San Antonio,TX
Eastlake Trails,,,,Chula Vista,CA
Foothill Square,,,,Oakland,CA
Old North Knoxville,,,,Knoxville,TN
Fairmount,,,,Wichita,KS
Camphor,,,,Lakeland,FL
Carbondale,,,,Tulsa,OK
Rognel Heights,,,,Baltimore,MD
Ashview Heights,,,,Atlanta,GA
Oak Haven,,,,Jacksonville,FL
Highland Hills,,,,Fort Worth,TX
Green Spring Valley,,,,San Antonio,TX
Glacier Ridge,,,,Madison,WI
Optimist Park SE,,,,Tempe,AZ
Sandia Ridge,,,,Albuquerque,NM
Palomar,,,,Orlando,FL
Grixdale,,,,Detroit,MI
Patterson Place,,,,Baltimore,MD
Hunting Ridge,,,,Baltimore,MD
Phoenix,,,,Jacksonville,FL
Calico Ridge,,,,Henderson,NV
Harvest Ridge,,,,Fort Worth,TX
Jackson Area,,,,Albuquerque,NM
Summit,,,,Mesa,AZ
Neely Farms,,,,Gilbert,AZ
Fulton Heights,,,,Grand Rapids,MI
Emerald Isle,,,,Glendale,CA
Lacy Park,,,,Tulsa,OK
Washington Park,,,,Atlanta,GA
Peachtree Park,,,,Atlanta,GA
Polar Rock,,,,Atlanta,GA
University Row,,,,Dayton,OH
Colonialtown South,,,,Orlando,FL
Edgewood,,,,Jacksonville,FL
Oakmont,,,,Glendale,CA
Beverly Woods,,,,Chicago,IL
Sherwood Forest,,,,Detroit,MI
Arboretum,,,,San Antonio,TX
Arcadia,,,,Baltimore,MD
Layman - Van Acre,,,,Tulsa,OK
Sunrise Intracoastal,,,,Fort Lauderdale,FL
Rolling Hills,,,,Jackson,MS
Lake Euclid,,,,Saint Petersburg,FL
Lakewood,,,,Atlanta,GA
Mitman,,,,Tucson,AZ
Westminster Heights,,,,Saint Petersburg,FL
Westover Hills,,,,Richmond,VA
Oakenshawe,,,,Baltimore,MD
Stone Creek,,,,Bakersfield,CA
Union Hill,,,,Richmond,VA
Girdwood,,,,Anchorage,AK
Greektown,,,,Chicago,IL
Quigley Park,,,,Albuquerque,NM
Crestmont,,,,Oakland,CA
Christopher,,,,Baltimore,MD
Westfield,,,,Fort Wayne,IN
Dover Manor,,,,Orlando,FL
San Miguel Ranch,,,,Chula Vista,CA
Saybrook Manor,,,,Old Saybrook,CT
Dava-Lakeshore,,,,Tempe,AZ
North Shore Triangle,,,,South Bend,IN
Ridglea Country Club,,,,Fort Worth,TX
Springlake,,,,Atlanta,GA
Midwest Cascade,,,,Atlanta,GA
East Chautauqua,,,,Boulder,CO
Belmeade,,,,Mobile,AL
Worthington,,,,Richmond,VA
Rosemont Homeowners-Tenants,,,,Baltimore,MD
Forest Glen,,,,Chicago,IL
Fairfield Terrace-Belmont,,,,Fort Wayne,IN
Cumberland Ridge,,,,Columbus,OH
West Shore Palms,,,,Tampa,FL
Swan Lake,,,,Tulsa,OK
Mangan Park,,,,Sacramento,CA
Conant Gardens,,,,Detroit,MI
Gould Park,,,,Columbus,OH
The Vineyards at Heritage,,,,Fort Worth,TX
Riverside,,,,Atlanta,GA
Northwest,,,,Boise,ID
Moravia-Walther,,,,Baltimore,MD
Royal Palms,,,,Mesa,AZ
Lafortune Park Plaza - Key,,,,Tulsa,OK
Glenmeadows,,,,Columbus,OH
Crown Meadows,,,,San Antonio,TX
Oso Grande,,,,Albuquerque,NM
Columbia Way,,,,Vancouver,WA
East High,,,,Youngstown,OH
Northeast,,,,Alexandria,VA
Croatan Beach,,,,Virginia Beach,VA
Flamingo Park,,,,Fort Lauderdale,FL
Devonshire,,,,Mobile,AL
Southgate,,,,Fort Worth,TX
Carroll Heights,,,,Atlanta,GA
Poynter Crossing,,,,Fort Worth,TX
Borderland,,,,El Paso,TX
Green Acres,,,,Detroit,MI
Love Grove - Riviera Manor,,,,Jacksonville,FL
Steelton,,,,Youngstown,OH
Pineloch,,,,Orlando,FL
Orchard Hills,,,,Garland,TX
Sand Hills,,,,Augusta,GA
Gaslamp Quarter,,,,San Diego,CA
Northcrest,,,,Fort Wayne,IN
Peachtree Heights East,,,,Atlanta,GA
South Creekside,,,,Tulsa,OK
Cameron Village,,,,Baltimore,MD
McDougall-Hunt,,,,Detroit,MI
Palestine West and Oak Park Northeast,,,,Kansas City,MO
Melrose Place,,,,Tulsa,OK
Central Rim,,,,Boise,ID
Woodglen,,,,Chandler,AZ
White City,,,,Tulsa,OK
FNW,,,,South Bend,IN
Concerned Citizens of Forest Park,,,,Baltimore,MD
Priest Lake Park,,,,Nashville,TN
Saveland Park,,,,Milwaukee,WI
Ingleside,,,,Kansas City,MO
Crestwood Colony,,,,Fort Wayne,IN
The Allendale Association,,,,Saint Petersburg,FL
Plaza Westport,,,,Kansas City,MO
Crosswinds Colony,,,,Saint Petersburg,FL
Garden City,,,,Jacksonville,FL
Bon Air North,,,,Tampa,FL
Crown Colony,,,,Fort Wayne,IN
Vinyards,,,,Chandler,AZ
Fox Run,,,,Fort Worth,TX
Summer Hill,,,,Pittsburgh,PA
Chaldean Town,,,,Detroit,MI
Kingsridge,,,,Fort Worth,TX
Cherokee Park,,,,Nashville,TN
Towne Village,,,,Nashville,TN
Willow Lawn,,,,Richmond,VA
Ranch Acres,,,,Tulsa,OK
North Shore,,,,Gilbert,AZ
Fair Heights,,,,Albuquerque,NM
Langston Hughes,,,,Baltimore,MD
San Gabriel,,,,Tucson,AZ
Shady Banks,,,,Fort Lauderdale,FL
Renaissance,,,,Tulsa,OK
Stonecreek,,,,Gilbert,AZ
El Dorado Lakes,,,,Gilbert,AZ
Forest Ridge,,,,Vancouver,WA
Netherwood Park,,,,Albuquerque,NM
Shanahan Ridge,,,,Boulder,CO
Arbor Hills,,,,Madison,WI
Salisbury Oaks,,,,Des Moines,IA
Candle Ridge West,,,,Fort Worth,TX
Silverwood,,,,Charlotte,NC
Cascade Southeast,,,,Vancouver,WA
Spring Garden,,,,Pittsburgh,PA
Capitol Neighbors,,,,Jackson,MS
Westworth  Village,,,,Columbus,OH
Driftwood,,,,Mobile,AL
Harris Ranch,,,,Boise,ID
Bienville,,,,Mobile,AL
Forest Highland,,,,Mobile,AL
East Front,,,,Wichita,KS
Olentangy High Bluffs,,,,Columbus,OH
Pumpkin Hill,,,,Jacksonville,FL
Shepard,,,,Columbus,OH
Marine Creek,,,,Fort Worth,TX
Reston Heights,,,,Madison,WI
Chapel Creek,,,,Fort Worth,TX
Greenmount West,,,,Baltimore,MD
Wilton,,,,Richmond,VA
Rancho Encantado,,,,San Diego,CA
Dawson,,,,Tulsa,OK
Piedras Marcadas,,,,Albuquerque,NM
Carver Heights,,,,Fort Worth,TX
Burchwood Gardens,,,,Nashville,TN
Broadwater,,,,Saint Petersburg,FL
Property Owners of Apple Creek,,,,San Antonio,TX
Red Bridge North,,,,Kansas City,MO
Gold Coast,,,,Detroit,MI
Eliza Howell,,,,Detroit,MI
Duck Creek,,,,Garland,TX
West Blue Township,,,,Kansas City,MO
Causeway Isles,,,,Saint Petersburg,FL
Ashley Heights,,,,Gilbert,AZ
Todd Park,,,,Charlotte,NC
Palestine East,,,,Kansas City,MO
Springfield,,,,Chandler,AZ
South Meadows Crossing,,,,Fort Worth,TX
Rancho San Rafael,,,,Glendale,CA
McDade,,,,Augusta,GA
Westwood Park,,,,Detroit,MI
Ridgestone,,,,San Antonio,TX
Rancho Del Verde,,,,Gilbert,AZ
Sterling Acres,,,,Kansas City,MO
Woodbourne-McCabe,,,,Baltimore,MD
Inez,,,,Albuquerque,NM
Wonderland Hills,,,,Boulder,CO
Brooks Run,,,,Des Moines,IA
Soutland Park,,,,Louisville,KY
Sierra Ranch,,,,Mesa,AZ
Vineyard Northwest,,,,Kansas City,MO
The Vineyard,,,,San Antonio,TX
Wildwood,,,,Charlotte,NC
Cabbagetown,,,,Atlanta,GA
Polaris South,,,,Columbus,OH
Rim Area,,,,El Paso,TX
Parkside,,,,Boulder,CO
Bel Air,,,,Jackson,MS
Evergreen Lawn,,,,Baltimore,MD
Historic Third Ward,,,,Milwaukee,WI
Cheyenne Park,,,,Tulsa,OK
Jackson Place,,,,Seattle,WA
Table Mesa North,,,,Boulder,CO
United Riverside,,,,Fort Worth,TX
Greater McMillen Park,,,,Fort Wayne,IN
Sawmill,,,,Albuquerque,NM
Lakeshore,,,,Lakeland,FL
Huning Castle,,,,Albuquerque,NM
Winchester,,,,Columbus,OH
Mesquite Ranch,,,,Tucson,AZ
Oakdale North,,,,Charlotte,NC
Cross Keys,,,,Baltimore,MD
Boulder Creek,,,,Mesa,AZ
Owners Association of Lago Vista-South Southwest,,,,San Antonio,TX
Broad Rock,,,,Richmond,VA
Lincoln Park,,,,Fort Wayne,IN
Cherry,,,,Charlotte,NC
Servite Woods,,,,Milwaukee,WI
Grant Creek,,,,Missoula,MT
Fulton,,,,Tulsa,OK
East Bank-Nicollet Island,,,,Minneapolis,MN
Jade Park,,,,Albuquerque,NM
Carbon Works,,,,Detroit,MI
Poletown East,,,,Detroit,MI
Maple Village-Wedgewood,,,,Lincoln,NE
Carriage Trail,,,,Tulsa,OK
Chestnut Hill Plantation,,,,Columbia,SC
North Bottoms,,,,Lincoln,NE
Stone Oak Communities of Mutual Amenities-Stone Oak,,,,San Antonio,TX
Creek Hollow Estates,,,,Richardson,TX
Quail Hill,,,,Irvine,CA
Five Points,,,,Saint Petersburg,FL
McGuire,,,,Richmond,VA
Wyndsor Estates,,,,Richardson,TX
Glenwood Rim,,,,Boise,ID
Palmer Woods,,,,Detroit,MI
Memorial Park,,,,Fort Wayne,IN
Heritage Square - View,,,,Nashville,TN
Margaret Mitchell,,,,Atlanta,GA
Hickory Woods,,,,Nashville,TN
River Walk,,,,West Palm Beach,FL
Portola Springs,,,,Irvine,CA
Alta Mira,,,,Tempe,AZ
Park Place,,,,San Antonio,TX
Willow Wood,,,,Albuquerque,NM
Meridian Hills,,,,Mesa,AZ
Indian Hills,,,,Columbus,OH
Cumberland Gardens,,,,Nashville,TN
Fair Heights,,,,Tulsa,OK
Summerwind,,,,Torrance,CA
Avalon Place,,,,Fort Wayne,IN
East Industrial,,,,Fremont,CA
Scenic Hill,,,,Semmes,AL
Polaris North,,,,Columbus,OH
Williams Creek,,,,Columbus,OH
Quintessance,,,,Albuquerque,NM
Easton Heights,,,,Tulsa,OK
Country,,,,Nashville,TN
Brockmont,,,,Glendale,CA
Knollcreek,,,,San Antonio,TX
McKinley Terrace,,,,South Bend,IN
Rochon,,,,Theodore,AL
Palm Aire Village (WEST),,,,Fort Lauderdale,FL
Thomas Village,,,,Albuquerque,NM
Kempton Crossing,,,,Chandler,AZ
The Gardens,,,,Gilbert,AZ
New Horizons South Bay,,,,Torrance,CA
Glenwood Hills,,,,Albuquerque,NM
Hallmark,,,,Louisville,KY
Mill Run,,,,Columbus,OH
Harpeth Valley Park,,,,Nashville,TN
Coliseum-Willow Park,,,,San Antonio,TX
Cooley Station North,,,,Gilbert,AZ
Western Village,,,,Tulsa,OK
Higley Park,,,,Gilbert,AZ
Silverbrook,,,,San Antonio,TX
Val Vista Place,,,,Gilbert,AZ
Stinson Tower,,,,Albuquerque,NM
Olentangy Highlands,,,,Columbus,OH
Crutchfield,,,,Tulsa,OK
Jenkins Heights - Crest Ridge,,,,Fort Worth,TX
Starr Pass,,,,Tucson,AZ
Liberty Park,,,,Jersey City,NJ
West End Park,,,,Nashville,TN
The Crossing of Fossil Creek,,,,Fort Worth,TX
South Captol,,,,Olympia,WA
Crown Center,,,,Kansas City,MO
Alvarado Grdns,,,,Albuquerque,NM
Vista,,,,San Antonio,TX
Millers Creek,,,,Mobile,AL
Muddy Creek,,,,Theodore,AL
Central Park,,,,West Palm Beach,FL
Norwood South,,,,Jackson,MS
Crestwood,,,,Fort Worth,TX
Regency Park,,,,Tulsa,OK
Cottonwood Village,,,,Wichita,KS
Laurel Hill Valley,,,,Eugene,OR
Lafayette Place,,,,Fort Wayne,IN
Mission Hills Condominium Association,,,,Clearwater,FL
Lagos Vistoso,,,,Chandler,AZ
Vincenz,,,,Gilbert,AZ
Carillon,,,,Richmond,VA
Boulder Mountain,,,,Mesa,AZ
Crimson Creek,,,,Mesa,AZ
Warm Springs Mesa,,,,Boise,ID
Gwynns Falls,,,,Baltimore,MD
South Clifton Park,,,,Baltimore,MD
Gateway Village,,,,Gilbert,AZ
Firewheel Estates,,,,Garland,TX
Remington Point,,,,Fort Worth,TX
The Ranches,,,,Fort Worth,TX
Mill Creek Crossing,,,,Garland,TX
Elmwood Park,,,,Columbia,SC
Meridian Pointe,,,,Mesa,AZ
Mistletoe Heights,,,,Fort Worth,TX
Columbia Gardens,,,,Oakland,CA
Highview Hills,,,,Dayton,OH
Booth-Boyd,,,,Baltimore,MD
Locust Point,,,,Baltimore,MD
Westland,,,,Fort Worth,TX
Windhover,,,,Orlando,FL
Riverton Heights,,,,Milwaukee,WI
Blossom Park,,,,San Antonio,TX
Florida Heights,,,,Atlanta,GA
Cottonwoods Crossing,,,,Gilbert,AZ
The Parks of Deer Creek,,,,Fort Worth,TX
Murphy Creek,,,,Aurora,CO
Marine Creek Hills,,,,Fort Worth,TX
Lake of River Trails,,,,Fort Worth,TX
Spring Lake,,,,Orlando,FL
Tyner Homes,,,,Bakersfield,CA
Germantown,,,,Nashville,TN
East Buckeye,,,,Madison,WI
North Golf Estates,,,,Fort Lauderdale,FL
Owens Park,,,,Richardson,TX
Idlewyld,,,,Fort Lauderdale,FL
Indian Village,,,,Fort Wayne,IN
Trabue Woods,,,,Columbus,OH
Joseph Lee,,,,Baltimore,MD
Brentwood Village,,,,Garland,TX
Lantana Ranch,,,,Chandler,AZ
J. J. Pearce,,,,Richardson,TX
Harbour Isles,,,,Fort Lauderdale,FL
Harvester,,,,Fort Wayne,IN
Willows,,,,Gilbert,AZ
Otis,,,,Jacksonville,FL
Eagle Glen,,,,Corona,CA
Maymont,,,,Richmond,VA
Palm-Aire Village (EAST),,,,Fort Lauderdale,FL
Red Fork - Park Grove,,,,Tulsa,OK
Sycamore Creek,,,,Corona,CA
Arlington Estates,,,,Atlanta,GA
Bay Colony Club,,,,Fort Lauderdale,FL
Estates at Specturm,,,,Gilbert,AZ
Imperial Cove Condominium Association,,,,Clearwater,FL
Suburban Hills,,,,Tulsa,OK
Wynstone,,,,Columbus,OH
High Crossing,,,,Madison,WI
Wildhorse,,,,Davis,CA
Willow Creek,,,,Tulsa,OK
Fair Isle,,,,Miami,FL
Hillside East,,,,Anchorage,AK
Plateau,,,,Mobile,AL
Keewaydin,,,,Boulder,CO
Dorado Ranch,,,,Fort Worth,TX
Cooley Station,,,,Gilbert,AZ
Melrose,,,,Mobile,AL
Skyline Park,,,,San Antonio,TX
Lost Creek,,,,Fort Worth,TX
Kings Ridge,,,,Boulder,CO
Schorsch Forest View,,,,Chicago,IL
South Fork,,,,Anchorage,AK
Oakwood,,,,Richmond,VA
Lennox Village,,,,Nashville,TN
Cross Creek,,,,Aurora,CO
Northgate,,,,Tulsa,OK
Woodland Point,,,,Nashville,TN
Northlake Park at Lake Nona,,,,Orlando,FL
Belsera,,,,Bakersfield,CA
Riverwalk,,,,Nashville,TN
Rolling Hills,,,,Tulsa,OK
Solana Ridge Homeowners - People Active in Community Effort,,,,San Antonio,TX
East Park,,,,Orlando,FL
Summit at Bulverde Creek,,,,San Antonio,TX
LaVina,,,,Orlando,FL
River Oaks,,,,Bakersfield,CA
Boon Trace,,,,Nashville,TN
Singletree,,,,Aurora,CO
Dakota Ridge,,,,Boulder,CO
Hillcrest,,,,Hollywood,FL
North Weymouth,,,,Weymouth,MA
Kennydale,,,,Renton,WA
Mountain View,,,,Bend,OR
Upper Grand Lagoon,,,,Panama City,FL
Washington Park,,,,Hollywood,FL
Ponderosa,,,,Sunnyvale,CA
Nassau Shores,,,,Massapequa,NY
Glencoe,,,,Renton,WA
Nicholtown,,,,Greenville,SC
Pleasant Valley,,,,Greenville,SC
Sunset,,,,Renton,WA
Princess Anne Plaza,,,,Virginia Beach,VA
Sterling,,,,Greenville,SC
Washington,,,,Sunnyvale,CA
Beverly Park,,,,Hollywood,FL
Boulevard Heights,,,,Hollywood,FL
Driftwood,,,,Hollywood,FL
Emerald Hills,,,,Hollywood,FL
Hollywood Hills,,,,Hollywood,FL
Hollywood Lakes,,,,Hollywood,FL
Lawnacres,,,,Hollywood,FL
Oakridge,,,,Hollywood,FL
Park East,,,,Hollywood,FL
Park Side,,,,Hollywood,FL
Royal Poinciana,,,,Hollywood,FL
East Village,,,,San Marino,CA
Lakewood,,,,Sunnyvale,CA
Cascade,,,,Renton,WA
North Shore,,,,Miami Beach,FL
Riverside,,,,Greenwich,CT
Boyd Acres,,,,Bend,OR
Muirfield Village,,,,Dublin,OH
North Renton,,,,Renton,WA
Liberty Ridge,,,,Renton,WA
President Park,,,,Renton,WA
Upper East Side,,,,San Marino,CA
Poet's Quarter,,,,San Marino,CA
Lower Huntington,,,,San Marino,CA
Mission District,,,,San Marino,CA
Southeast Bend,,,,Bend,OR
Old Farm District,,,,Bend,OR
Larkspur,,,,Bend,OR
Orchard District,,,,Bend,OR
Awbrey Butte,,,,Bend,OR
River West,,,,Bend,OR
Summit West,,,,Bend,OR
Century West,,,,Bend,OR
Southwest Bend,,,,Bend,OR
Southern Crossing,,,,Bend,OR
Old bend,,,,Bend,OR
Old City,,,,Philadelphia,PA
Carriage,,,,Hollywood,FL
Playland,,,,Hollywood,FL
441 Corridor,,,,Hollywood,FL
Lake of Emerald Hills,,,,Hollywood,FL
North Central,,,,Hollywood,FL
Highland Garden,,,,Hollywood,FL
South Central Beach,,,,Hollywood,FL
Oceanfront,,,,Miami Beach,FL
Nautilus,,,,Miami Beach,FL
South Pointe,,,,Miami Beach,FL
Serra,,,,Sunnyvale,CA
Raynor,,,,Sunnyvale,CA
Ortega,,,,Sunnyvale,CA
De Anza,,,,Sunnyvale,CA
East Murphy,,,,Sunnyvale,CA
West Murphy,,,,Sunnyvale,CA
